"resp.id","ques","alt","healthy","pulp","juice","added","price","choice"
"408",11,11,2,"no","none","frozen","vit_A","5.89",0
"289",11,11,3,"no","none","frozen","vit_B","4.89",1
"439",11,12,1,"no","none","fresh","vit_B","5.89",0
"86",11,12,2,"no","some","fresh","vit_B","3.89",1
"376",11,12,3,"no","none","fresh","vit_A","5.89",0
"388",11,13,1,"no","some","fresh","vit_A","5.89",1
"469",11,13,2,"no","none","frozen","vit_B","5.89",0
"449",11,13,3,"no","some","fresh","vit_B","5.89",0
"2510",11,14,1,"no","none","fresh","vit_B","4.89",0
"1610",11,14,2,"no","none","frozen","multi","3.89",0
"130",11,14,3,"no","none","fresh","vit_A","3.89",1
"3113",11,15,1,"no","none","fresh","multi","4.89",0
"910",11,15,2,"no","lots","fresh","vit_B","3.89",1
"4210",11,15,3,"no","lots","frozen","vit_A","5.89",0
"279",12,1,1,"no","lots","fresh","vit_B","4.89",0
"308",12,1,2,"no","lots","frozen","vit_B","4.89",0
"4610",12,1,3,"no","none","frozen","vit_B","5.89",1
"479",12,2,1,"no","some","frozen","vit_B","5.89",0
"69",12,2,2,"no","lots","frozen","vit_A","3.89",1
"1115",12,2,3,"no","some","frozen","vit_B","3.89",0
"509",12,3,1,"no","some","fresh","multi","5.89",0
"109",12,3,2,"no","none","frozen","vit_B","3.89",1
"4113",12,3,3,"no","some","frozen","vit_A","5.89",0
"209",12,4,1,"no","some","fresh","vit_A","4.89",1
"5110",12,4,2,"no","lots","fresh","multi","5.89",0
"188",12,4,3,"no","lots","frozen","multi","3.89",0
"369",12,5,1,"no","lots","frozen","multi","4.89",1
"3114",12,5,2,"no","none","fresh","multi","4.89",0
"139",12,5,3,"no","none","fresh","multi","3.89",0
"339",12,6,1,"no","lots","fresh","vit_A","3.89",0
"3310",12,6,2,"no","lots","fresh","multi","4.89",0
"199",12,6,3,"no","none","fresh","vit_A","4.89",1
"911",12,7,1,"no","lots","fresh","vit_B","3.89",0
"2511",12,7,2,"no","none","fresh","vit_B","4.89",1
"2311",12,7,3,"no","some","frozen","vit_A","4.89",0
"179",12,8,1,"no","some","frozen","multi","3.89",0
"1211",12,8,2,"no","lots","frozen","vit_B","3.89",1
"249",12,8,3,"no","lots","frozen","vit_A","4.89",0
"269",12,9,1,"no","some","fresh","vit_B","4.89",0
"458",12,9,2,"no","lots","fresh","vit_B","5.89",0
"140",12,9,3,"no","none","fresh","vit_A","3.89",1
"5410",12,10,1,"no","lots","frozen","multi","5.89",0
"2114",12,10,2,"no","lots","fresh","vit_A","4.89",1
"409",12,10,3,"no","none","frozen","vit_A","5.89",0
"349",12,11,1,"no","none","frozen","multi","4.89",0
"377",12,11,2,"no","none","fresh","vit_A","5.89",0
"1611",12,11,3,"no","none","frozen","multi","3.89",1
"87",12,12,1,"no","some","fresh","vit_B","3.89",1
"149",12,12,2,"no","some","fresh","multi","3.89",0
"397",12,12,3,"no","lots","fresh","vit_A","5.89",0
"440",12,13,1,"no","none","frozen","vit_A","3.89",1
"529",12,13,2,"no","some","frozen","vit_A","3.89",0
"498",12,13,3,"no","none","fresh","multi","5.89",0
"5210",12,14,1,"no","none","frozen","multi","5.89",0
"2810",12,14,2,"no","none","frozen","vit_B","4.89",1
"3211",12,14,3,"no","some","fresh","multi","4.89",0
"488",12,15,1,"no","lots","frozen","vit_B","5.89",1
"159",12,15,2,"no","lots","fresh","multi","3.89",0
"4410",12,15,3,"no","some","fresh","vit_B","5.89",0
"299",13,1,1,"yes","some","frozen","vit_B","4.89",1
"378",13,1,2,"yes","none","fresh","vit_A","5.89",0
"489",13,1,3,"yes","lots","frozen","vit_B","5.89",0
"2512",13,2,1,"yes","none","fresh","vit_B","4.89",1
"5010",13,2,2,"yes","some","fresh","multi","5.89",0
"5211",13,2,3,"yes","none","frozen","multi","5.89",0
"610",13,3,1,"yes","lots","frozen","vit_A","3.89",0
"4010",13,3,2,"yes","none","frozen","vit_A","5.89",0
"189",13,3,3,"yes","lots","frozen","multi","3.89",1
"3410",13,4,1,"yes","none","frozen","multi","4.89",0
"1010",13,4,2,"yes","none","frozen","vit_B","3.89",0
"88",13,4,3,"yes","some","fresh","vit_B","3.89",1
"2410",13,5,1,"yes","lots","frozen","vit_A","4.89",1
"5111",13,5,2,"yes","lots","fresh","multi","5.89",0
"4211",13,5,3,"yes","lots","frozen","vit_A","5.89",0
"912",13,6,1,"yes","lots","fresh","vit_B","3.89",1
"3212",13,6,2,"yes","some","fresh","multi","4.89",0
"3311",13,6,3,"yes","lots","fresh","multi","4.89",0
"2312",13,7,1,"yes","some","frozen","vit_A","4.89",0
"1410",13,7,2,"yes","some","fresh","multi","3.89",1
"539",13,7,3,"yes","some","frozen","multi","5.89",0
"389",13,8,1,"yes","some","fresh","vit_A","5.89",0
"2710",13,8,2,"yes","lots","fresh","vit_B","4.89",1
"2010",13,8,3,"yes","some","fresh","vit_A","4.89",0
"1310",13,9,1,"yes","none","fresh","multi","3.89",0
"1612",13,9,2,"yes","none","frozen","multi","3.89",1
"309",13,9,3,"yes","lots","frozen","vit_B","4.89",0
"3610",13,10,1,"yes","lots","frozen","multi","4.89",1
"1710",13,10,2,"yes","some","frozen","multi","3.89",0
"2115",13,10,3,"yes","lots","fresh","vit_A","4.89",0
"499",13,11,1,"yes","none","fresh","multi","5.89",0
"240",13,11,2,"yes","some","fresh","vit_A","3.89",1
"4114",13,11,3,"yes","some","frozen","vit_A","5.89",0
"340",13,12,1,"yes","lots","fresh","vit_A","3.89",0
"3115",13,12,2,"yes","none","fresh","multi","4.89",0
"2811",13,12,3,"yes","none","frozen","vit_B","4.89",1
"79",13,13,1,"yes","none","fresh","vit_B","3.89",1
"4310",13,13,2,"yes","none","fresh","vit_B","5.89",0
"1910",13,13,3,"yes","none","fresh","vit_A","4.89",0
"2210",13,14,1,"yes","none","frozen","vit_A","4.89",0
"4710",13,14,2,"yes","some","frozen","vit_B","5.89",1
"398",13,14,3,"yes","lots","fresh","vit_A","5.89",0
"459",13,15,1,"yes","lots","fresh","vit_B","5.89",0
"150",13,15,2,"yes","none","fresh","vit_A","3.89",1
"5411",13,15,3,"yes","lots","frozen","multi","5.89",0
"2711",14,1,1,"yes","lots","fresh","vit_B","4.89",1
"3312",14,1,2,"yes","lots","fresh","multi","4.89",0
"2610",14,1,3,"yes","some","fresh","vit_B","4.89",0
"3213",14,2,1,"yes","some","fresh","multi","4.89",1
"611",14,2,2,"yes","lots","frozen","vit_A","3.89",0
"399",14,2,3,"yes","lots","fresh","vit_A","5.89",0
"5011",14,3,1,"yes","some","fresh","multi","5.89",0
"5112",14,3,2,"yes","lots","fresh","multi","5.89",0
"4611",14,3,3,"yes","none","frozen","vit_B","5.89",1
"250",14,4,1,"yes","some","fresh","vit_A","3.89",0
"913",14,4,2,"yes","lots","fresh","vit_B","3.89",0
"1011",14,4,3,"yes","none","frozen","vit_B","3.89",1
"2411",14,5,1,"yes","lots","frozen","vit_A","4.89",0
"5412",14,5,2,"yes","lots","frozen","multi","5.89",0
"350",14,5,3,"yes","lots","fresh","vit_A","3.89",1
"2011",14,6,1,"yes","some","fresh","vit_A","4.89",0
"2313",14,6,2,"yes","some","frozen","vit_A","4.89",0
"530",14,6,3,"yes","some","frozen","vit_A","3.89",1
"3010",14,7,1,"yes","lots","frozen","vit_B","4.89",0
"2812",14,7,2,"yes","none","frozen","vit_B","4.89",1
"379",14,7,3,"yes","none","fresh","vit_A","5.89",0
"1711",14,8,1,"yes","some","frozen","multi","3.89",1
"1311",14,8,2,"yes","none","fresh","multi","3.89",0
"2211",14,8,3,"yes","none","frozen","vit_A","4.89",0
"4311",14,9,1,"yes","none","fresh","vit_B","5.89",1
"4115",14,9,2,"yes","some","frozen","vit_A","5.89",0
"1510",14,9,3,"yes","lots","fresh","multi","3.89",0
"4411",14,10,1,"yes","some","fresh","vit_B","5.89",1
"4910",14,10,2,"yes","none","fresh","multi","5.89",0
"3116",14,10,3,"yes","none","fresh","multi","4.89",0
"3411",14,11,1,"yes","none","frozen","multi","4.89",0
"5310",14,11,2,"yes","some","frozen","multi","5.89",0
"1411",14,11,3,"yes","some","fresh","multi","3.89",1
"2910",14,12,1,"yes","some","frozen","vit_B","4.89",1
"4212",14,12,2,"yes","lots","frozen","vit_A","5.89",0
"4711",14,12,3,"yes","some","frozen","vit_B","5.89",0
"3611",14,13,1,"yes","lots","frozen","multi","4.89",0
"4011",14,13,2,"yes","none","frozen","vit_A","5.89",0
"4810",14,13,3,"yes","lots","frozen","vit_B","5.89",1
"1212",14,14,1,"yes","lots","frozen","vit_B","3.89",0
"710",14,14,2,"yes","none","fresh","vit_B","3.89",1
"1911",14,14,3,"yes","none","fresh","vit_A","4.89",0
"3810",14,15,1,"yes","some","fresh","vit_A","5.89",0
"1613",14,15,2,"yes","none","frozen","multi","3.89",1
"2116",14,15,3,"yes","lots","fresh","vit_A","4.89",0
"1012",15,1,1,"no","none","frozen","vit_B","3.89",0
"5212",15,1,2,"no","none","frozen","multi","5.89",1
"3214",15,1,3,"no","some","fresh","multi","4.89",0
"4911",15,2,1,"no","none","fresh","multi","5.89",0
"1912",15,2,2,"no","none","fresh","vit_A","4.89",1
"3910",15,2,3,"no","lots","fresh","vit_A","5.89",0
"5012",15,3,1,"no","some","fresh","multi","5.89",0
"1213",15,3,2,"no","lots","frozen","vit_B","3.89",1
"4312",15,3,3,"no","none","fresh","vit_B","5.89",0
"2212",15,4,1,"no","none","frozen","vit_A","4.89",0
"5113",15,4,2,"no","lots","fresh","multi","5.89",0
"3710",15,4,3,"no","none","fresh","vit_A","5.89",1
"4116",15,5,1,"no","some","frozen","vit_A","5.89",0
"1511",15,5,2,"no","lots","fresh","multi","3.89",1
"4612",15,5,3,"no","none","frozen","vit_B","5.89",0
"1712",15,6,1,"no","some","frozen","multi","3.89",1
"2412",15,6,2,"no","lots","frozen","vit_A","4.89",0
"1116",15,6,3,"no","some","frozen","vit_B","3.89",0
"3612",15,7,1,"no","lots","frozen","multi","4.89",0
"1810",15,7,2,"no","lots","frozen","multi","3.89",1
"2712",15,7,3,"no","lots","fresh","vit_B","4.89",0
"612",15,8,1,"no","lots","frozen","vit_A","3.89",0
"160",15,8,2,"no","none","fresh","vit_A","3.89",1
"2314",15,8,3,"no","some","frozen","vit_A","4.89",0
"4510",15,9,1,"no","lots","fresh","vit_B","5.89",0
"359",15,9,2,"no","lots","fresh","vit_A","3.89",1
"4213",15,9,3,"no","lots","frozen","vit_A","5.89",0
"1614",15,10,1,"no","none","frozen","multi","3.89",1
"4412",15,10,2,"no","some","fresh","vit_B","5.89",0
"3313",15,10,3,"no","lots","fresh","multi","4.89",0
"2611",15,11,1,"no","some","fresh","vit_B","4.89",1
"3510",15,11,2,"no","some","frozen","multi","4.89",0
"2513",15,11,3,"no","none","fresh","vit_B","4.89",0
"711",15,12,1,"no","none","fresh","vit_B","3.89",0
"1312",15,12,2,"no","none","fresh","multi","3.89",1
"2012",15,12,3,"no","some","fresh","vit_A","4.89",0
"3117",15,13,1,"no","none","fresh","multi","4.89",0
"4712",15,13,2,"no","some","frozen","vit_B","5.89",0
"540",15,13,3,"no","some","frozen","vit_A","3.89",1
"2911",15,14,1,"no","some","frozen","vit_B","4.89",1
"2117",15,14,2,"no","lots","fresh","vit_A","4.89",0
"2813",15,14,3,"no","none","frozen","vit_B","4.89",0
"914",15,15,1,"no","lots","fresh","vit_B","3.89",1
"89",15,15,2,"no","some","fresh","vit_B","3.89",0
"4012",15,15,3,"no","none","frozen","vit_A","5.89",0
"915",16,1,1,"no","lots","fresh","vit_B","3.89",1
"4413",16,1,2,"no","some","fresh","vit_B","5.89",0
"3613",16,1,3,"no","lots","frozen","multi","4.89",0
"4214",16,2,1,"no","lots","frozen","vit_A","5.89",0
"1214",16,2,2,"no","lots","frozen","vit_B","3.89",0
"712",16,2,3,"no","none","fresh","vit_B","3.89",1
"2514",16,3,1,"no","none","fresh","vit_B","4.89",0
"5311",16,3,2,"no","some","frozen","multi","5.89",0
"2118",16,3,3,"no","lots","fresh","vit_A","4.89",1
"360",16,4,1,"no","lots","fresh","vit_A","3.89",0
"2612",16,4,2,"no","some","fresh","vit_B","4.89",0
"1615",16,4,3,"no","none","frozen","multi","3.89",1
"3412",16,5,1,"no","none","frozen","multi","4.89",0
"3911",16,5,2,"no","lots","fresh","vit_A","5.89",0
"2013",16,5,3,"no","some","fresh","vit_A","4.89",1
"2814",16,6,1,"no","none","frozen","vit_B","4.89",1
"3711",16,6,2,"no","none","fresh","vit_A","5.89",0
"5114",16,6,3,"no","lots","fresh","multi","5.89",0
"613",16,7,1,"no","lots","frozen","vit_A","3.89",1
"4912",16,7,2,"no","none","fresh","multi","5.89",0
"3314",16,7,3,"no","lots","fresh","multi","4.89",0
"4511",16,8,1,"no","lots","fresh","vit_B","5.89",0
"4117",16,8,2,"no","some","frozen","vit_A","5.89",1
"1713",16,8,3,"no","some","frozen","multi","3.89",0
"4811",16,9,1,"no","lots","frozen","vit_B","5.89",0
"260",16,9,2,"no","some","fresh","vit_A","3.89",1
"3811",16,9,3,"no","some","fresh","vit_A","5.89",0
"4313",16,10,1,"no","none","fresh","vit_B","5.89",0
"810",16,10,2,"no","some","fresh","vit_B","3.89",0
"550",16,10,3,"no","some","frozen","vit_A","3.89",1
"4713",16,11,1,"no","some","frozen","vit_B","5.89",0
"2413",16,11,2,"no","lots","frozen","vit_A","4.89",0
"4613",16,11,3,"no","none","frozen","vit_B","5.89",1
"1512",16,12,1,"no","lots","fresh","multi","3.89",1
"1412",16,12,2,"no","some","fresh","multi","3.89",0
"5013",16,12,3,"no","some","fresh","multi","5.89",0
"1913",16,13,1,"no","none","fresh","vit_A","4.89",1
"3118",16,13,2,"no","none","fresh","multi","4.89",0
"2912",16,13,3,"no","some","frozen","vit_B","4.89",0
"170",16,14,1,"no","none","fresh","vit_A","3.89",1
"450",16,14,2,"no","none","frozen","vit_A","3.89",0
"1117",16,14,3,"no","some","frozen","vit_B","3.89",0
"2213",16,15,1,"no","none","frozen","vit_A","4.89",0
"3215",16,15,2,"no","some","fresh","multi","4.89",0
"1013",16,15,3,"no","none","frozen","vit_B","3.89",1
"4215",17,1,1,"no","lots","frozen","vit_A","5.89",0
"2815",17,1,2,"no","none","frozen","vit_B","4.89",0
"551",17,1,3,"no","some","frozen","vit_A","3.89",1
"4913",17,2,1,"no","none","fresh","multi","5.89",0
"5213",17,2,2,"no","none","frozen","multi","5.89",0
"1513",17,2,3,"no","lots","fresh","multi","3.89",1
"5014",17,3,1,"no","some","fresh","multi","5.89",0
"1811",17,3,2,"no","lots","frozen","multi","3.89",1
"3812",17,3,3,"no","some","fresh","vit_A","5.89",0
"2414",17,4,1,"no","lots","frozen","vit_A","4.89",1
"713",17,4,2,"no","none","fresh","vit_B","3.89",0
"4812",17,4,3,"no","lots","frozen","vit_B","5.89",0
"3216",17,5,1,"no","some","fresh","multi","4.89",0
"1413",17,5,2,"no","some","fresh","multi","3.89",0
"180",17,5,3,"no","none","fresh","vit_A","3.89",1
"3511",17,6,1,"no","some","frozen","multi","4.89",0
"4512",17,6,2,"no","lots","fresh","vit_B","5.89",0
"5312",17,6,3,"no","some","frozen","multi","5.89",1
"3011",17,7,1,"no","lots","frozen","vit_B","4.89",0
"3413",17,7,2,"no","none","frozen","multi","4.89",0
"370",17,7,3,"no","lots","fresh","vit_A","3.89",1
"4714",17,8,1,"no","some","frozen","vit_B","5.89",0
"2315",17,8,2,"no","some","frozen","vit_A","4.89",1
"4414",17,8,3,"no","some","fresh","vit_B","5.89",0
"3614",17,9,1,"no","lots","frozen","multi","4.89",0
"1914",17,9,2,"no","none","fresh","vit_A","4.89",0
"2515",17,9,3,"no","none","fresh","vit_B","4.89",1
"4614",17,10,1,"no","none","frozen","vit_B","5.89",1
"2713",17,10,2,"no","lots","fresh","vit_B","4.89",0
"1313",17,10,3,"no","none","fresh","multi","3.89",0
"4314",17,11,1,"no","none","fresh","vit_B","5.89",0
"2214",17,11,2,"no","none","frozen","vit_A","4.89",1
"2913",17,11,3,"no","some","frozen","vit_B","4.89",0
"2613",17,12,1,"no","some","fresh","vit_B","4.89",0
"1118",17,12,2,"no","some","frozen","vit_B","3.89",1
"1616",17,12,3,"no","none","frozen","multi","3.89",0
"3119",17,13,1,"no","none","fresh","multi","4.89",0
"614",17,13,2,"no","lots","frozen","vit_A","3.89",1
"1714",17,13,3,"no","some","frozen","multi","3.89",0
"5413",17,14,1,"no","lots","frozen","multi","5.89",0
"460",17,14,2,"no","none","frozen","vit_A","3.89",1
"3712",17,14,3,"no","none","fresh","vit_A","5.89",0
"270",17,15,1,"no","some","fresh","vit_A","3.89",0
"1014",17,15,2,"no","none","frozen","vit_B","3.89",1
"2119",17,15,3,"no","lots","fresh","vit_A","4.89",0
"2914",18,1,1,"yes","some","frozen","vit_B","4.89",1
"3414",18,1,2,"yes","none","frozen","multi","4.89",0
"1314",18,1,3,"yes","none","fresh","multi","3.89",0
"4315",18,2,1,"yes","none","fresh","vit_B","5.89",1
"3120",18,2,2,"yes","none","fresh","multi","4.89",0
"1617",18,2,3,"yes","none","frozen","multi","3.89",0
"190",18,3,1,"yes","none","fresh","vit_A","3.89",0
"5115",18,3,2,"yes","lots","fresh","multi","5.89",0
"552",18,3,3,"yes","some","frozen","vit_A","3.89",1
"3912",18,4,1,"yes","lots","fresh","vit_A","5.89",1
"4415",18,4,2,"yes","some","fresh","vit_B","5.89",0
"3217",18,4,3,"yes","some","fresh","multi","4.89",0
"1215",18,5,1,"yes","lots","frozen","vit_B","3.89",1
"2316",18,5,2,"yes","some","frozen","vit_A","4.89",0
"2014",18,5,3,"yes","some","fresh","vit_A","4.89",0
"3315",18,6,1,"yes","lots","fresh","multi","4.89",1
"3512",18,6,2,"yes","some","frozen","multi","4.89",0
"4914",18,6,3,"yes","none","fresh","multi","5.89",0
"916",18,7,1,"yes","lots","fresh","vit_B","3.89",0
"1514",18,7,2,"yes","lots","fresh","multi","3.89",0
"470",18,7,3,"yes","none","frozen","vit_A","3.89",1
"2816",18,8,1,"yes","none","frozen","vit_B","4.89",0
"4615",18,8,2,"yes","none","frozen","vit_B","5.89",0
"811",18,8,3,"yes","some","fresh","vit_B","3.89",1
"5313",18,9,1,"yes","some","frozen","multi","5.89",0
"2120",18,9,2,"yes","lots","fresh","vit_A","4.89",1
"1915",18,9,3,"yes","none","fresh","vit_A","4.89",0
"5214",18,10,1,"yes","none","frozen","multi","5.89",0
"2215",18,10,2,"yes","none","frozen","vit_A","4.89",1
"4216",18,10,3,"yes","lots","frozen","vit_A","5.89",0
"2516",18,11,1,"yes","none","fresh","vit_B","4.89",0
"4118",18,11,2,"yes","some","frozen","vit_A","5.89",1
"3012",18,11,3,"yes","lots","frozen","vit_B","4.89",0
"3813",18,12,1,"yes","some","fresh","vit_A","5.89",1
"4513",18,12,2,"yes","lots","fresh","vit_B","5.89",0
"4013",18,12,3,"yes","none","frozen","vit_A","5.89",0
"1414",18,13,1,"yes","some","fresh","multi","3.89",0
"2714",18,13,2,"yes","lots","fresh","vit_B","4.89",1
"5015",18,13,3,"yes","some","fresh","multi","5.89",0
"714",18,14,1,"yes","none","fresh","vit_B","3.89",1
"4715",18,14,2,"yes","some","frozen","vit_B","5.89",0
"1119",18,14,3,"yes","some","frozen","vit_B","3.89",0
"280",18,15,1,"yes","some","fresh","vit_A","3.89",0
"2415",18,15,2,"yes","lots","frozen","vit_A","4.89",0
"1812",18,15,3,"yes","lots","frozen","multi","3.89",1
"4716",19,1,1,"no","some","frozen","vit_B","5.89",0
"715",19,1,2,"no","none","fresh","vit_B","3.89",1
"1618",19,1,3,"no","none","frozen","multi","3.89",0
"380",19,2,1,"no","lots","fresh","vit_A","3.89",1
"1916",19,2,2,"no","none","fresh","vit_A","4.89",0
"3415",19,2,3,"no","none","frozen","multi","4.89",0
"5215",19,3,1,"no","none","frozen","multi","5.89",0
"4915",19,3,2,"no","none","fresh","multi","5.89",1
"4514",19,3,3,"no","lots","fresh","vit_B","5.89",0
"4616",19,4,1,"no","none","frozen","vit_B","5.89",1
"615",19,4,2,"no","lots","frozen","vit_A","3.89",0
"3316",19,4,3,"no","lots","fresh","multi","4.89",0
"812",19,5,1,"no","some","fresh","vit_B","3.89",0
"480",19,5,2,"no","none","frozen","vit_A","3.89",1
"2015",19,5,3,"no","some","fresh","vit_A","4.89",0
"1120",19,6,1,"no","some","frozen","vit_B","3.89",1
"5414",19,6,2,"no","lots","frozen","multi","5.89",0
"2715",19,6,3,"no","lots","fresh","vit_B","4.89",0
"3513",19,7,1,"no","some","frozen","multi","4.89",0
"2517",19,7,2,"no","none","fresh","vit_B","4.89",0
"553",19,7,3,"no","some","frozen","vit_A","3.89",1
"1415",19,8,1,"no","some","fresh","multi","3.89",0
"1216",19,8,2,"no","lots","frozen","vit_B","3.89",0
"1315",19,8,3,"no","none","fresh","multi","3.89",1
"2614",19,9,1,"no","some","fresh","vit_B","4.89",0
"3713",19,9,2,"no","none","fresh","vit_A","5.89",1
"5016",19,9,3,"no","some","fresh","multi","5.89",0
"1100",19,10,1,"no","none","fresh","vit_A","3.89",1
"3814",19,10,2,"no","some","fresh","vit_A","5.89",0
"3121",19,10,3,"no","none","fresh","multi","4.89",0
"2817",19,11,1,"no","none","frozen","vit_B","4.89",0
"3013",19,11,2,"no","lots","frozen","vit_B","4.89",0
"1015",19,11,3,"no","none","frozen","vit_B","3.89",1
"917",19,12,1,"no","lots","fresh","vit_B","3.89",0
"1813",19,12,2,"no","lots","frozen","multi","3.89",0
"290",19,12,3,"no","some","fresh","vit_A","3.89",1
"5314",19,13,1,"no","some","frozen","multi","5.89",0
"2121",19,13,2,"no","lots","fresh","vit_A","4.89",1
"3615",19,13,3,"no","lots","frozen","multi","4.89",0
"4316",19,14,1,"no","none","fresh","vit_B","5.89",0
"4014",19,14,2,"no","none","frozen","vit_A","5.89",1
"2216",19,14,3,"no","none","frozen","vit_A","4.89",0
"2416",19,15,1,"no","lots","frozen","vit_A","4.89",0
"4217",19,15,2,"no","lots","frozen","vit_A","5.89",0
"4119",19,15,3,"no","some","frozen","vit_A","5.89",1
"2317",20,1,1,"no","some","frozen","vit_A","4.89",0
"1917",20,1,2,"no","none","fresh","vit_A","4.89",1
"3218",20,1,3,"no","some","fresh","multi","4.89",0
"2716",20,2,1,"no","lots","fresh","vit_B","4.89",0
"4218",20,2,2,"no","lots","frozen","vit_A","5.89",1
"2122",20,2,3,"no","lots","fresh","vit_A","4.89",0
"4617",20,3,1,"no","none","frozen","vit_B","5.89",1
"4515",20,3,2,"no","lots","fresh","vit_B","5.89",0
"3514",20,3,3,"no","some","frozen","multi","4.89",0
"5415",20,4,1,"no","lots","frozen","multi","5.89",0
"4813",20,4,2,"no","lots","frozen","vit_B","5.89",1
"813",20,4,3,"no","some","fresh","vit_B","3.89",0
"3616",20,5,1,"no","lots","frozen","multi","4.89",0
"2217",20,5,2,"no","none","frozen","vit_A","4.89",1
"1715",20,5,3,"no","some","frozen","multi","3.89",0
"1814",20,6,1,"no","lots","frozen","multi","3.89",0
"2615",20,6,2,"no","some","fresh","vit_B","4.89",0
"2818",20,6,3,"no","none","frozen","vit_B","4.89",1
"3014",20,7,1,"no","lots","frozen","vit_B","4.89",0
"4015",20,7,2,"no","none","frozen","vit_A","5.89",1
"5315",20,7,3,"no","some","frozen","multi","5.89",0
"4317",20,8,1,"no","none","fresh","vit_B","5.89",1
"390",20,8,2,"no","lots","fresh","vit_A","3.89",0
"1619",20,8,3,"no","none","frozen","multi","3.89",0
"2100",20,9,1,"no","some","fresh","vit_A","3.89",0
"716",20,9,2,"no","none","fresh","vit_B","3.89",1
"4916",20,9,3,"no","none","fresh","multi","5.89",0
